date	price
2022-05-13	1966.70
2022-05-14	2010.21
2022-05-15	2064.23
2022-05-16	2147.05
2022-05-17	2025.89
2022-05-18	2095.18
2022-05-19	1915.18
2022-05-20	2023.85
2022-05-21	1963.99
2022-05-22	1978.15
2022-05-23	2046.65
2022-05-24	1974.58
2022-05-25	1979.77
2022-05-26	1944.84
2022-05-27	1807.97
2022-05-28	1724.88
2022-05-29	1798.69
2022-05-30	1814.98
2022-05-31	1995.94
2022-06-01	1944.08
2022-06-02	1828.89
2022-06-03	1833.09
2022-06-04	1776.98
2022-06-05	1804.26
2022-06-06	1805.33
2022-06-07	1860.18
2022-06-08	1818.39
2022-06-09	1794.54
2022-06-10	1788.42
2022-06-11	1663.84
2022-06-12	1530.04
2022-06-13	1454.69
2022-06-14	1205.60
2022-06-15	1214.87
2022-06-16	1230.36
2022-06-17	1068.60
2022-06-18	1087.81
2022-06-19	995.25
2022-06-20	1125.75
2022-06-21	1132.05
2022-06-22	1124.56
2022-06-23	1051.07
2022-06-24	1144.48
2022-06-25	1229.30
2022-06-26	1244.29
2022-06-27	1201.24
2022-06-28	1194.22
2022-06-29	1143.53
2022-06-30	1098.91
2022-07-01	1057.63
2022-07-02	1068.82
2022-07-03	1068.54
2022-07-04	1074.61
2022-07-05	1153.35
2022-07-06	1134.02
2022-07-07	1188.73
2022-07-08	1240.38
2022-07-09	1233.51
2022-07-10	1216.85
2022-07-11	1169.01
2022-07-12	1097.45
2022-07-13	1040.80
2022-07-14	1112.92
2022-07-15	1191.13
2022-07-16	1234.10
2022-07-17	1355.05
2022-07-18	1344.72
2022-07-19	1570.66
2022-07-20	1542.63
2022-07-21	1527.41
2022-07-22	1576.83
2022-07-23	1536.12
2022-07-24	1552.50
2022-07-25	1601.21
2022-07-26	1450.48
2022-07-27	1438.99
2022-07-28	1636.95
2022-07-29	1723.55
2022-07-30	1739.04
2022-07-31	1696.79
2022-08-01	1682.01
2022-08-02	1636.02
2022-08-03	1638.38
2022-08-04	1621.34
2022-08-05	1612.42
2022-08-06	1725.38
2022-08-07	1693.30
2022-08-08	1699.01
2022-08-09	1775.70
2022-08-10	1698.97
2022-08-11	1852.88
2022-08-12	1881.43
2022-08-13	1959.33
2022-08-14	1982.41
2022-08-15	1936.70
2022-08-16	1908.28
2022-08-17	1880.60
2022-08-18	1834.83
2022-08-19	1850.11
2022-08-20	1618.53
2022-08-21	1579.42
2022-08-22	1624.15
2022-08-23	1622.31
2022-08-24	1665.79
2022-08-25	1657.79
2022-08-26	1697.08
2022-08-27	1510.19
2022-08-28	1496.06
2022-08-29	1438.75
2022-08-30	1555.18
2022-08-31	1525.40
2022-09-01	1552.56
2022-09-02	1588.98
2022-09-03	1575.18
2022-09-04	1555.67
2022-09-05	1578.95
2022-09-06	1617.94
2022-09-07	1564.56
2022-09-08	1629.88
2022-09-09	1635.93
2022-09-10	1717.08
2022-09-11	1779.52
2022-09-12	1761.32
2022-09-13	1710.16
2022-09-14	1573.21
2022-09-15	1635.37
2022-09-16	1472.00
2022-09-17	1432.22
2022-09-18	1471.20
2022-09-19	1335.85
2022-09-20	1379.92
2022-09-21	1324.19
2022-09-22	1252.77
2022-09-23	1330.79
2022-09-24	1329.56
2022-09-25	1318.10
2022-09-26	1294.08
2022-09-27	1335.12
2022-09-28	1331.15
2022-09-29	1340.02
2022-09-30	1335.74
2022-10-01	1329.15
2022-10-02	1311.26
2022-10-03	1277.90
2022-10-04	1323.50
2022-10-05	1363.24
2022-10-06	1352.59
2022-10-07	1351.43
2022-10-08	1324.89
2022-10-09	1315.86
2022-10-10	1322.27
2022-10-11	1291.08
2022-10-12	1279.88
2022-10-13	1294.27
2022-10-14	1288.16
2022-10-15	1297.63
2022-10-16	1275.69
2022-10-17	1306.94
2022-10-18	1333.44
2022-10-19	1311.81
2022-10-20	1284.65
2022-10-21	1282.04
2022-10-22	1299.80
2022-10-23	1313.77
2022-10-24	1364.49
2022-10-25	1343.33
2022-10-26	1462.05
2022-10-27	1568.75
2022-10-28	1514.86
2022-10-29	1555.03
2022-10-30	1619.43
2022-10-31	1591.05
2022-11-01	1572.98
2022-11-02	1580.38
2022-11-03	1520.64
2022-11-04	1531.11
2022-11-05	1644.19
2022-11-06	1626.81
2022-11-07	1572.95
2022-11-08	1569.99
2022-11-09	1334.29
2022-11-10	1095.18
2022-11-11	1301.55
2022-11-12	1293.91
2022-11-13	1255.60
2022-11-14	1223.01
2022-11-15	1242.00
2022-11-16	1252.71
2022-11-17	1217.70
2022-11-18	1201.79
2022-11-19	1213.50
2022-11-20	1218.89
2022-11-21	1144.25
2022-11-22	1110.29
2022-11-23	1135.18
2022-11-24	1184.46
2022-11-25	1204.21
2022-11-26	1198.98
2022-11-27	1205.66
2022-11-28	1196.20
2022-11-29	1170.12
2022-11-30	1216.94
2022-12-01	1298.94
2022-12-02	1276.64
2022-12-03	1293.95
2022-12-04	1243.04
2022-12-05	1282.42
2022-12-06	1259.76
2022-12-07	1271.94
2022-12-08	1233.63
2022-12-09	1281.21
2022-12-10	1264.48
2022-12-11	1264.79
2022-12-12	1264.32
2022-12-13	1275.33
2022-12-14	1319.41
2022-12-15	1308.40
2022-12-16	1263.75
2022-12-17	1165.97
2022-12-18	1189.43
2022-12-19	1186.78
2022-12-20	1166.99
2022-12-21	1217.89
2022-12-22	1213.34
2022-12-23	1217.85
2022-12-24	1220.70
2022-12-25	1221.36
2022-12-26	1219.29
2022-12-27	1226.25
2022-12-28	1211.82
2022-12-29	1188.73
2022-12-30	1201.54
2022-12-31	1199.11
